original_sentence,processed_sentence,target,top1_prediction,top3_predictions
"一 脸 错愕 的 <h>司机</h> 和 一 <CL> 你 看 我 干嘛 的 我 对视 了 良久 , 我 才 啊啊 啊啊 啊 莫 不 是 天 太 冷 把 脑子 冻坏 了","一 脸 错愕 的 司机 和 一 [MASK] 你 看 我 干嘛 的 我 对视 了 良久 , 我 才 啊啊 啊啊 啊 莫 不 是 天 太 冷 把 脑子 冻坏 了",脸,个,"个, 群, 脸"
颠沛流离 两 <CL> 半 <h>小时</h> 终于 从 虎门 回到 南城,颠沛流离 两 [MASK] 半 小时 终于 从 虎门 回到 南城,个,个,"个, 点, 块"
"总局 不 让 拍 穿 越剧 , 这 春晚 就 弄 出来 一 <CL> <h>批判</h> 穿越 的","总局 不 让 拍 穿 越剧 , 这 春晚 就 弄 出来 一 [MASK] 批判 穿越 的",个,个,"个, 场, 些"
"想到 那些 成绩 优秀 的 , 比 自己 强 的 都 是 从 小 生活 在 音乐 的 环境 里 , 我 的 童年 却 是 八 <CL> 环书 , 所谓 的 知识 的 <h>海洋</h> 。","想到 那些 成绩 优秀 的 , 比 自己 强 的 都 是 从 小 生活 在 音乐 的 环境 里 , 我 的 童年 却 是 八 [MASK] 环书 , 所谓 的 知识 的 海洋 。",面,面,"面, 本, 卷"
"跟 聊 了 3 <CL> <h>小时</h> 的 电话 , 从 高中 认识 聊 到 现在 的 生活 , 能 跟 你 一起 走 过 , 笑 过 , 哭过 的 朋友 真的 不 多 珍惜 所有 我爱 的 你们","跟 聊 了 3 [MASK] 小时 的 电话 , 从 高中 认识 聊 到 现在 的 生活 , 能 跟 你 一起 走 过 , 笑 过 , 哭过 的 朋友 真的 不 多 珍惜 所有 我爱 的 你们",个,个,"个, 次, 张"
"4 刘禅 的 经历 告诉 我们 富 二 <CL> 自己 没有 本事 , 即使 有 再 牛 的 职业 经理人 也 难免 被 兼并 的 <h>命运</h> 。","4 刘禅 的 经历 告诉 我们 富 二 [MASK] 自己 没有 本事 , 即使 有 再 牛 的 职业 经理人 也 难免 被 兼并 的 命运 。",代,代,"代, 层, 辈"
三 <CL> <h>奖</h> 出现,三 [MASK] 奖 出现,等,等,"等, 级, 分"
"拉倒 , 一 <CL> <h>人</h> 怎么 做 !","拉倒 , 一 [MASK] 人 怎么 做 !",个,个,"个, 般, 群"
成 <CL> <h>巡逻队</h> 甘,成 [MASK] 巡逻队 甘,个,员,"员, 本, 团"
就 这个 灰机 让 我 等 了 十五 <CL> <h>小时</h>,就 这个 灰机 让 我 等 了 十五 [MASK] 小时,个,个,"个, 分, 点"
"春运 期间 数十亿 <CL> 的 <h>流动</h> , 怎么 弄 也 运 不 完 。","春运 期间 数十亿 [MASK] 的 流动 , 怎么 弄 也 运 不 完 。",人次,次,"次, 股, 块"
只 係饮 左 一 <CL> <h>块面</h> 就 红 到 马骝屎 忽咁 打工 的 孩子 伤 不 起 呀,只 係饮 左 一 [MASK] 块面 就 红 到 马骝屎 忽咁 打工 的 孩子 伤 不 起 呀,罐,个,"个, 点, 片"
"每 <CL> <h>月</h> 总 有 那么 几 天 心情 不 好 , 别 惹 我","每 [MASK] 月 总 有 那么 几 天 心情 不 好 , 别 惹 我",个,个,"个, 次, 本"
上传 了 15 <CL> <h>照片</h> 到 相册 高高 高丽棒,上传 了 15 [MASK] 照片 到 相册 高高 高丽棒,张,张,"张, 个, 幅"
"今天 一 <CL> 男 的 <h>问</h> 我 要 照片 , 我 多 羞涩 的 给 他 说 我 长 得 太 丑 了 , 冒 得 勇气 照相 啊 。","今天 一 [MASK] 男 的 问 我 要 照片 , 我 多 羞涩 的 给 他 说 我 长 得 太 丑 了 , 冒 得 勇气 照相 啊 。",个,个,"个, 位, 群"
"一 夜 醒来 , 满 眼 银装素裹 , 白色 雪 下 , 一 <CL> <h>红</h> 花 含苞 待放","一 夜 醒来 , 满 眼 银装素裹 , 白色 雪 下 , 一 [MASK] 红 花 含苞 待放",枝,朵,"朵, 片, 枝"
坤記 果然 無改錯 <CL> <h>明顯</h> 是 人 的,坤記 果然 無改錯 [MASK] 明顯 是 人 的,名,版,"版, 只, 本"
本 想 来 <CL> 优雅 淡定 的 <h>旅途</h> 的 。,本 想 来 [MASK] 优雅 淡定 的 旅途 的 。,个,趟,"趟, 段, 场"
十二 星座 隐藏 最 深 的 一 <CL> <h>白羊座</h> 很 居家 金牛座 耍心眼 双 子座 默默 落泪 巨蟹座 超级 冒险 家 狮子座 装傻 处 女座 花心 好色 天秤座 小气 鬼 兼 007 天蝎座 常 被 骗 射手座 原则 不 改 摩羯座 浪漫 多情 水瓶座 低调 双 鱼座 理性 的 工作狂 点 开大 图 更 精彩,十二 星座 隐藏 最 深 的 一 [MASK] 白羊座 很 居家 金牛座 耍心眼 双 子座 默默 落泪 巨蟹座 超级 冒险 家 狮子座 装傻 处 女座 花心 好色 天秤座 小气 鬼 兼 007 天蝎座 常 被 骗 射手座 原则 不 改 摩羯座 浪漫 多情 水瓶座 低调 双 鱼座 理性 的 工作狂 点 开大 图 更 精彩,面,面,"面, 点, 个"
"寒潭 锦鲤 , 始终 热爱 这 <CL> <h>清冽</h> 深潭 独自 游弋 的 小 鱼 。","寒潭 锦鲤 , 始终 热爱 这 [MASK] 清冽 深潭 独自 游弋 的 小 鱼 。",尾,条,"条, 些, 只"
"真 幸福 , 跟 弟弟 去扫 了 些 吃 的 , 哈哈哈 那 是 一 <CL> <h>劲儿</h> 的 高兴 啊 !","真 幸福 , 跟 弟弟 去扫 了 些 吃 的 , 哈哈哈 那 是 一 [MASK] 劲儿 的 高兴 啊 !",个,个,"个, 股, 把"
"原来 跟 超市 收银员 , 差头 司机 这些 不 认识 的 人 说 新年 快乐 是 <CL> 很 快乐 的 <h>事</h> 啊 !","原来 跟 超市 收银员 , 差头 司机 这些 不 认识 的 人 说 新年 快乐 是 [MASK] 很 快乐 的 事 啊 !",件,件,"件, 个, 种"
镜中 张枣 只要 想起 一 生 中 后悔 的 事 梅花 便落 了 下来 比如 看 她 游泳 到 河 的 另 一 岸 比如 登上 一 <CL> 松木 梯子 <h>危险</h> 的 事 固然 美丽 不如 看 她 骑 马 归来 面颊 温暖 羞涩 。,镜中 张枣 只要 想起 一 生 中 后悔 的 事 梅花 便落 了 下来 比如 看 她 游泳 到 河 的 另 一 岸 比如 登上 一 [MASK] 松木 梯子 危险 的 事 固然 美丽 不如 看 她 骑 马 归来 面颊 温暖 羞涩 。,株,个,"个, 条, 段"
我 一定 是 傻 了 玩 这么 <CL> 毫 无 营养 的 <h>游戏</h> 玩 到 现在 都 这么 晚 了 赶紧 睡觉 去,我 一定 是 傻 了 玩 这么 [MASK] 毫 无 营养 的 游戏 玩 到 现在 都 这么 晚 了 赶紧 睡觉 去,个,个,"个, 些, 点"
"乔布斯 表示 不 甘 示弱 视频 比尔盖茨 向 我国 人民 拜年 恭贺 新 禧 新春 之 际 , 微软 创始人 比尔盖茨 也 不 忘 向 中国 人民 恭贺 新禧 , 道 一 <CL> <h>春节</h> 快乐 。","乔布斯 表示 不 甘 示弱 视频 比尔盖茨 向 我国 人民 拜年 恭贺 新 禧 新春 之 际 , 微软 创始人 比尔盖茨 也 不 忘 向 中国 人民 恭贺 新禧 , 道 一 [MASK] 春节 快乐 。",声,声,"声, 个, 句"
"对 鞋 湿嗮 , 浸嗮 水 , 今日仲 提前 买佐 <CL> 饭 <h>返工</h> , 返 到 餐厅 换 完衫 , 跟 着 就 俾人 cut 佐班 。","对 鞋 湿嗮 , 浸嗮 水 , 今日仲 提前 买佐 [MASK] 饭 返工 , 返 到 餐厅 换 完衫 , 跟 着 就 俾人 cut 佐班 。",个,道,"道, 味, 餐"
"又 是 一 <CL> <h>闪电</h> , 将 眼 前 的 树林 照 得 如 白昼 , 赵辰 的 心 跳动 得 如 叶尖 急速 滴落 的 雨点 一样 快 。","又 是 一 [MASK] 闪电 , 将 眼 前 的 树林 照 得 如 白昼 , 赵辰 的 心 跳动 得 如 叶尖 急速 滴落 的 雨点 一样 快 。",道,道,"道, 阵, 个"
只有 我 和 白薯 二 <CL> <h>人</h> 。,只有 我 和 白薯 二 [MASK] 人 。,个,个,"个, 种, 家"
"昨儿 和 <h>LG</h> 去 血 拼 了 一下 , 哈哈 收获 木 老老滴有哇 , 给 我 从 内 到 外 都 买 新 得 了 , 哈哈 , 不过 可 怜 <CL> LG 大大 的 出血 呀","昨儿 和 LG 去 血 拼 了 一下 , 哈哈 收获 木 老老滴有哇 , 给 我 从 内 到 外 都 买 新 得 了 , 哈哈 , 不过 可 怜 [MASK] LG 大大 的 出血 呀",滴,点,"点, 下, 只"
"同 看 那些 年 , 我 們一起 追 的 女孩 雖然 我們 很 失望 , 因為 把 好看 的 三 <CL> <h>鐘刪</h> 了 但 我 們懷 著 好看 的 心情 去 看 的 。","同 看 那些 年 , 我 們一起 追 的 女孩 雖然 我們 很 失望 , 因為 把 好看 的 三 [MASK] 鐘刪 了 但 我 們懷 著 好看 的 心情 去 看 的 。",分,分,"分, 只, 部"
"我 参与 了 发起 的 投票 你 希望 龙俊亨 和 具荷拉 在一起 吗 , 我 投给 了 只要 龙 喜欢 这 1 <CL> <h>选项</h> 。","我 参与 了 发起 的 投票 你 希望 龙俊亨 和 具荷拉 在一起 吗 , 我 投给 了 只要 龙 喜欢 这 1 [MASK] 选项 。",个,个,"个, 项, 种"
"大家 都 写 字 画画 的 , 偶 就 来 放 <CL> 孔明 <h>灯</h> 吧 !","大家 都 写 字 画画 的 , 偶 就 来 放 [MASK] 孔明 灯 吧 !",个,个,"个, 点, 些"
讨厌 这 <CL> 不 <h>下雨</h> 地上 还 湿湿 的 天气 。,讨厌 这 [MASK] 不 下雨 地上 还 湿湿 的 天气 。,种,种,"种, 样, 个"
"某 人 用完 我 手机 后 , 我 QQ 头像 变成 一 <CL> <h>奶牛</h> 和 一 草原 了","某 人 用完 我 手机 后 , 我 QQ 头像 变成 一 [MASK] 奶牛 和 一 草原 了",头,头,"头, 只, 个"
"大半夜 的 竟然 还 有 很多 加 V 的 的 童鞋们 没有 睡觉 大部分 还 是 官方 微博 真的 很 想 问 一 <CL> 亲 大半夜 的 <h>加班</h> , 有 3 倍 工资么 ?","大半夜 的 竟然 还 有 很多 加 V 的 的 童鞋们 没有 睡觉 大部分 还 是 官方 微博 真的 很 想 问 一 [MASK] 亲 大半夜 的 加班 , 有 3 倍 工资么 ?",句,下,"下, 句, 声"
这里 向 您 推荐 一 <CL> 隐藏 餐厅 的 设计 <h>方案</h> 。,这里 向 您 推荐 一 [MASK] 隐藏 餐厅 的 设计 方案 。,个,种,"种, 些, 个"
烦 得 一 <CL> <h>CNM</h>,烦 得 一 [MASK] CNM,笔,身,"身, 家, 世"
"第一 <CL> 专门 <h>录视频</h> , 讲 得 自己 都 没有 信心 了 。","第一 [MASK] 专门 录视频 , 讲 得 自己 都 没有 信心 了 。",次,次,"次, 段, 个"
最后 一 <CL> <h>班会</h> 。,最后 一 [MASK] 班会 。,个,次,"次, 个, 场"
明天 要 知道 语文 成绩 了 怎么 办 一 想到 改卷 老师 会 耻笑 我 的 作文 水平 是 如此 低下 我 就 想 滚 地 明天 会 不 会 被 肥强 和 思娟 骂 <CL> <h>狗血淋头</h> 呢 但 愿 不 会 吧 求全 级 前 50,明天 要 知道 语文 成绩 了 怎么 办 一 想到 改卷 老师 会 耻笑 我 的 作文 水平 是 如此 低下 我 就 想 滚 地 明天 会 不 会 被 肥强 和 思娟 骂 [MASK] 狗血淋头 呢 但 愿 不 会 吧 求全 级 前 50,个,个,"个, 下, 些"
"下班 前 在 58 上 发 了 一 <CL> 雷 人 的 <h>招聘</h> , 结果 奇迹般 在 回家 的 路 上 就 接到 面试者 的 电话 问 应聘 邮箱 。","下班 前 在 58 上 发 了 一 [MASK] 雷 人 的 招聘 , 结果 奇迹般 在 回家 的 路 上 就 接到 面试者 的 电话 问 应聘 邮箱 。",则,个,"个, 条, 篇"
"在 睡觉 的 时候 来 <CL> <h>电话</h> , 你 想 怎样 。","在 睡觉 的 时候 来 [MASK] 电话 , 你 想 怎样 。",个,个,"个, 通, 回"
"妈 的 真想 换 <CL> <h>号码</h> 都 这么 晚 了 还 吵 无聊 , 幼稚","妈 的 真想 换 [MASK] 号码 都 这么 晚 了 还 吵 无聊 , 幼稚",个,个,"个, 号, 下"
一 <CL> <h>人</h> 在 赌博 老家 每 天 都 能 看到 这个,一 [MASK] 人 在 赌博 老家 每 天 都 能 看到 这个,堆,个,"个, 家, 些"
"老爸 你 说 的 是 真的 还 是 假 的 , 你 说 给 我 弄 <CL> <h>爱</h> 疯 4S 是 真的 还 是 假 的 啊","老爸 你 说 的 是 真的 还 是 假 的 , 你 说 给 我 弄 [MASK] 爱 疯 4S 是 真的 还 是 假 的 啊",个,个,"个, 点, 张"
在 你 寂寞 无助 的 时候 给 你 <CL> <h>关怀</h> !,在 你 寂寞 无助 的 时候 给 你 [MASK] 关怀 !,丝,点,"点, 些, 个"
"首先 , 先 将 隔离 霜倒 一些 在 手心 回温 , 一 <CL> 的 <h>用量</h> 大概 是 1 元 硬币 的 大小 。","首先 , 先 将 隔离 霜倒 一些 在 手心 回温 , 一 [MASK] 的 用量 大概 是 1 元 硬币 的 大小 。",次,次,"次, 般, 瓶"
"看 了 微 电影 我 愿意 , 感觉 那 <CL> <h>导演</h> 很 白痴 。","看 了 微 电影 我 愿意 , 感觉 那 [MASK] 导演 很 白痴 。",个,个,"个, 些, 位"
你 在 有 <h>奖</h> 转发 活动 祝福 拾衣网 正式 上线 转发 有 礼 中 抽 中 一 <CL> 奖 价值 1000 元 时尚 靓包 中 奖 编号 3738440 。,你 在 有 奖 转发 活动 祝福 拾衣网 正式 上线 转发 有 礼 中 抽 中 一 [MASK] 奖 价值 1000 元 时尚 靓包 中 奖 编号 3738440 。,等,起,"起, 分, 回"
今天 了 了 <CL> <h>心事</h> 。,今天 了 了 [MASK] 心事 。,桩,些,"些, 点, 分"
准备 睡觉 系列 睡眼 朦胧 头发 乱 <CL> 睡衣 <h>调</h> 小 浓,准备 睡觉 系列 睡眼 朦胧 头发 乱 [MASK] 睡衣 调 小 浓,笼,发,"发, 码, 卷"
"岁月 轮回 , 繁华 殆尽 , 不 变 的 仍 是 自己 那 <CL> 不 <h>服输</h> 的 心 ?","岁月 轮回 , 繁华 殆尽 , 不 变 的 仍 是 自己 那 [MASK] 不 服输 的 心 ?",颗,颗,"颗, 份, 股"
"看 完 电影 回家 已经 十二点 多 了 , 电梯 一 <CL> <h>处</h> 站 了 不少 人 。","看 完 电影 回家 已经 十二点 多 了 , 电梯 一 [MASK] 处 站 了 不少 人 。",楼,楼,"楼, 口, 层"
"为了 拥有 一 <CL> 随时 可秀 的 <h>美腿</h> , 可 得 勤加练习 , 做好 每 日 的 必修 课 哦 !","为了 拥有 一 [MASK] 随时 可秀 的 美腿 , 可 得 勤加练习 , 做好 每 日 的 必修 课 哦 !",双,双,"双, 条, 对"
"凡 事 都 要 一分为二 , 文凭 确实 是 <CL> 好 <h>东西</h> , 但 好 东西 未必 能 让 我们 成为 什么 东西 !","凡 事 都 要 一分为二 , 文凭 确实 是 [MASK] 好 东西 , 但 好 东西 未必 能 让 我们 成为 什么 东西 !",个,个,"个, 件, 块"
5 <CL> 我 <h>宝贝</h> 的 歌,5 [MASK] 我 宝贝 的 歌,页,首,"首, 个, 张"
"都 射 了 6 <CL> 了 , 这个 女 的 还 要 http t cn z0DNZ5v 命运 万 有 引力 画壁 单身 女王 恋人 国王 与 我 风月 大刀 钟楼 怪人 爱情 公寓 2 夜 店 告密者 雪之女王 泡沫 之 夏 电影 唐山 大 地震 李春天 的 春天 <h>禁忌</h> 的 女人 衣冠 禽兽 恋爱 通告 海洋 天堂 铁面 歌女","都 射 了 6 [MASK] 了 , 这个 女 的 还 要 http t cn z0DNZ5v 命运 万 有 引力 画壁 单身 女王 恋人 国王 与 我 风月 大刀 钟楼 怪人 爱情 公寓 2 夜 店 告密者 雪之女王 泡沫 之 夏 电影 唐山 大 地震 李春天 的 春天 禁忌 的 女人 衣冠 禽兽 恋爱 通告 海洋 天堂 铁面 歌女",次,次,"次, 点, 个"
"天目湖 旅游 度假区 位 于 江苏省 常州市 溧阳 城南 8 公里 处 , 被 誉为 江南 明珠 绿色 仙景 , 是 首 <CL> <h>国家</h> AAAA 级 景区 点 之一 , 是 江苏省 省级 旅游 度假区 。","天目湖 旅游 度假区 位 于 江苏省 常州市 溧阳 城南 8 公里 处 , 被 誉为 江南 明珠 绿色 仙景 , 是 首 [MASK] 国家 AAAA 级 景区 点 之一 , 是 江苏省 省级 旅游 度假区 。",批,批,"批, 个, 家"
你 以后 最好 只 对 我 一 <CL> <h>人</h> 心 软 。,你 以后 最好 只 对 我 一 [MASK] 人 心 软 。,个,个,"个, 般, 种"
"咳咳参 北斗 哇 , 越来越 多 没 <CL> <h>头</h> 说 走咱 就 走 啊 , 你 走 他 走 我 也 走 啊 。","咳咳参 北斗 哇 , 越来越 多 没 [MASK] 头 说 走咱 就 走 啊 , 你 走 他 走 我 也 走 啊 。",个,名,"名, 回, 块"
今年 春晚 是 不 是 很 那 <CL> <h>好看</h> 呢 ?,今年 春晚 是 不 是 很 那 [MASK] 好看 呢 ?,个,样,"样, 个, 种"
"昨儿 剥 牛 赢 了 115 , 今天 就 输 了 60 , 只 赚 了 <CL> <h>小钢炮</h> 的 饭钱","昨儿 剥 牛 赢 了 115 , 今天 就 输 了 60 , 只 赚 了 [MASK] 小钢炮 的 饭钱",个,个,"个, 点, 些"
"岁月 流逝 , 一 晃 就 是 五 年 , 我 终于 怀着 一 <CL> <h>异样</h> 的 心情 和 一个 令 我 一直 耿耿于怀 的 悬念 , 带 着 我 的 丈夫 还有 孩子 , 回到 家乡 探亲 。","岁月 流逝 , 一 晃 就 是 五 年 , 我 终于 怀着 一 [MASK] 异样 的 心情 和 一个 令 我 一直 耿耿于怀 的 悬念 , 带 着 我 的 丈夫 还有 孩子 , 回到 家乡 探亲 。",种,种,"种, 个, 份"
"现在 的 孟聚 也 是 一样 , 看 了 50 <CL> 的 <h>样子</h> , 突然 发现 , 咦 , 这 Y 是 高手 。","现在 的 孟聚 也 是 一样 , 看 了 50 [MASK] 的 样子 , 突然 发现 , 咦 , 这 Y 是 高手 。",章,页,"页, 次, 分"
"这 <CL> <h>宝贝</h> 这 两 天 问 的 人 满 多 古玩城 铜 钱 钱币 大 钱 开光 纯 铜 五 帝 钱 , 价格 800 元 , 见","这 [MASK] 宝贝 这 两 天 问 的 人 满 多 古玩城 铜 钱 钱币 大 钱 开光 纯 铜 五 帝 钱 , 价格 800 元 , 见",件,个,"个, 位, 些"
"今年 我 就 要 立 得 拍 吧 , 过 完 年 就 去 富士 挑 很 快 我 就 会 有 一 <CL> 相片 <h>墙</h> 了 o","今年 我 就 要 立 得 拍 吧 , 过 完 年 就 去 富士 挑 很 快 我 就 会 有 一 [MASK] 相片 墙 了 o",面,个,"个, 张, 面"
"给 女友 庆生 , 儿子 趁 母亲 外出 时 溜进 她 的 房间 企图 偷 走 母亲 最后 一 <CL> <h>存款</h> 。","给 女友 庆生 , 儿子 趁 母亲 外出 时 溜进 她 的 房间 企图 偷 走 母亲 最后 一 [MASK] 存款 。",笔,笔,"笔, 点, 次"
"我 蜷沙发 玩 平板 , 胖子 继续 啃书 , 旁边 好几 <CL> <h>打</h> 扑克 的 。","我 蜷沙发 玩 平板 , 胖子 继续 啃书 , 旁边 好几 [MASK] 打 扑克 的 。",桌,个,"个, 位, 桌"
一 <CL> 忍 不 住 的 心烦 <h>头晕</h> 出汗 想 砸烂 所有 的 东西 。,一 [MASK] 忍 不 住 的 心烦 头晕 出汗 想 砸烂 所有 的 东西 。,阵,个,"个, 种, 次"
这 一 <CL> <h>人品</h> 太 好 了 啊 !,这 一 [MASK] 人品 太 好 了 啊 !,阵,位,"位, 个, 点"
"后来 分开 的 时候 , 我 剪 了 一 <CL> <h>短发</h> 。","后来 分开 的 时候 , 我 剪 了 一 [MASK] 短发 。",头,头,"头, 个, 条"
"传统 那 一 <CL> 已经 不 行 了 , 我们 上 小学 时 所 接受 的 <h>教育</h> , 今天 大家 已经 不 信 了 , 怎么 办 ?","传统 那 一 [MASK] 已经 不 行 了 , 我们 上 小学 时 所 接受 的 教育 , 今天 大家 已经 不 信 了 , 怎么 办 ?",套,代,"代, 套, 点"
"一 <CL> M <h>豆</h> , 小豆 嗨皮 了 。","一 [MASK] M 豆 , 小豆 嗨皮 了 。",桶,个,"个, 声, 下"
"张绍刚 再 曝毒舌 视频 我 觉得 张绍刚 很 2 呀 , 2 的 不得了 , 之前 那 <CL> 经典 的 <h>段子</h> 完全 适用 于 他","张绍刚 再 曝毒舌 视频 我 觉得 张绍刚 很 2 呀 , 2 的 不得了 , 之前 那 [MASK] 经典 的 段子 完全 适用 于 他",个,些,"些, 个, 种"
"重 看 了 一 <CL> 五 年 前 的 十兄弟 <h>天賜良兒</h> , 還是 很 喜歡 老四 , 要 不 要 這麼萌 呀 , 還穿 我 Like 的 史迪奇 的 衣服","重 看 了 一 [MASK] 五 年 前 的 十兄弟 天賜良兒 , 還是 很 喜歡 老四 , 要 不 要 這麼萌 呀 , 還穿 我 Like 的 史迪奇 的 衣服",遍,下,"下, 遍, 部"
"晚上 , 猪头 给 我 狂 买 了 五十多 <CL> 的 <h>零食</h> , 我们 在 得克士 摆开 场子 边 吃 边 聊天儿 , 感觉 真 爽快 。","晚上 , 猪头 给 我 狂 买 了 五十多 [MASK] 的 零食 , 我们 在 得克士 摆开 场子 边 吃 边 聊天儿 , 感觉 真 爽快 。",块,块,"块, 个, 份"
"Love 也 是 有 两 <CL> <h>刷子</h> 的 , 也 不 是 靠 单纯 的 刷数据","Love 也 是 有 两 [MASK] 刷子 的 , 也 不 是 靠 单纯 的 刷数据",把,把,"把, 个, 根"
健康 年夜饭 一 <CL> <h>范志</h> 红原 创 营养 信息,健康 年夜饭 一 [MASK] 范志 红原 创 营养 信息,例,道,"道, 起, 餐"
"立下 大志 以后 再 穷 也 得 赚 钱 盖 书房 , 还 要 有 窗 有 阳光 四 <CL> <h>如春</h> !","立下 大志 以后 再 穷 也 得 赚 钱 盖 书房 , 还 要 有 窗 有 阳光 四 [MASK] 如春 !",季,季,"季, 面, 处"
"最近 天天 这些 , 真的 牙齿 受 不 了 了 , 这 <CL> 准备 <h>海鲜</h> , 客厅 那 边 是 牛肉 火锅 , 任君 选择 !","最近 天天 这些 , 真的 牙齿 受 不 了 了 , 这 [MASK] 准备 海鲜 , 客厅 那 边 是 牛肉 火锅 , 任君 选择 !",桌,次,"次, 个, 家"
"要 把 学生 到 农村 实习 参加 医疗 预防 工作 实践 , 作为 对 毕业生 考核 的 一 <CL> 重要 <h>内容</h> 。","要 把 学生 到 农村 实习 参加 医疗 预防 工作 实践 , 作为 对 毕业生 考核 的 一 [MASK] 重要 内容 。",项,项,"项, 个, 种"
"再见 了 骚年 , 再见 了 那 <CL> 充满 幻想 的 <h>地方</h>","再见 了 骚年 , 再见 了 那 [MASK] 充满 幻想 的 地方",个,个,"个, 些, 片"
